Question Content,Image ID,Image Path,Categories
Did they just get married?,114786,COCO_train2014_000000114786.jpg,"[1, 61, 49]"
Is the man helping a woman cut cake?,114786,COCO_train2014_000000114786.jpg,"[1, 61, 49]"
What is inside the truck?,10890,COCO_train2014_000000010890.jpg,"[8, 1, 14]"
What purpose does this truck serve?,10890,COCO_train2014_000000010890.jpg,"[8, 1, 14]"
What's in the cooler?,10890,COCO_train2014_000000010890.jpg,"[8, 1, 14]"
Is the food from that truck good?,10890,COCO_train2014_000000010890.jpg,"[8, 1, 14]"
What kind of food truck is that?,10890,COCO_train2014_000000010890.jpg,"[8, 1, 14]"
Are all these people in the same family?,60350,COCO_train2014_000000060350.jpg,"[1, 72, 75, 44, 46, 86, 62, 63]"
Do you play together often?,60350,COCO_train2014_000000060350.jpg,"[1, 72, 75, 44, 46, 86, 62, 63]"
Are they playing a dance game?,60350,COCO_train2014_000000060350.jpg,"[1, 72, 75, 44, 46, 86, 62, 63]"
What game might they be playing?,60350,COCO_train2014_000000060350.jpg,"[1, 72, 75, 44, 46, 86, 62, 63]"
What video game are they playing?,60350,COCO_train2014_000000060350.jpg,"[1, 72, 75, 44, 46, 86, 62, 63]"
Do many people stack things on their motorcycles like that?,413923,COCO_train2014_000000413923.jpg,"[1, 3, 4, 6, 8, 28, 31]"
How Old is this picture?,413923,COCO_train2014_000000413923.jpg,"[1, 3, 4, 6, 8, 28, 31]"
What is the bike carrying?,413923,COCO_train2014_000000413923.jpg,"[1, 3, 4, 6, 8, 28, 31]"
How far does the woman have to walk?,413923,COCO_train2014_000000413923.jpg,"[1, 3, 4, 6, 8, 28, 31]"
Is she able to walk without the aid of that umbrella?,413923,COCO_train2014_000000413923.jpg,"[1, 3, 4, 6, 8, 28, 31]"
Who put the graffiti on this train?,158099,COCO_train2014_000000158099.jpg,"[1, 7]"
Is that graffiti or artwork?,158099,COCO_train2014_000000158099.jpg,"[1, 7]"
Where is the train going?,158099,COCO_train2014_000000158099.jpg,"[1, 7]"
Couldn't they clean that off the subway car?,158099,COCO_train2014_000000158099.jpg,"[1, 7]"
Where is the train going?,158099,COCO_train2014_000000158099.jpg,"[1, 7]"
Did he hit a home run?,424124,COCO_train2014_000000424124.jpg,"[1, 39, 40, 15, 62]"
What teams are theses?,424124,COCO_train2014_000000424124.jpg,"[1, 39, 40, 15, 62]"
What legue is this?,424124,COCO_train2014_000000424124.jpg,"[1, 39, 40, 15, 62]"
Who is batting?,424124,COCO_train2014_000000424124.jpg,"[1, 39, 40, 15, 62]"
What teams are playing?,424124,COCO_train2014_000000424124.jpg,"[1, 39, 40, 15, 62]"
Did he throw in time to get the other player out?,22482,COCO_train2014_000000022482.jpg,"[40, 1, 37]"
Did the pitcher throw a strike?,22482,COCO_train2014_000000022482.jpg,"[40, 1, 37]"
Did he throw a strike?,22482,COCO_train2014_000000022482.jpg,"[40, 1, 37]"
Are all the images of the same pitcher?,22482,COCO_train2014_000000022482.jpg,"[40, 1, 37]"
What is the pitchers name?,22482,COCO_train2014_000000022482.jpg,"[40, 1, 37]"
What is this person looking at on the laptop?,46002,COCO_train2014_000000046002.jpg,"[72, 73, 76]"
What gameshow is that on the screen?,46002,COCO_train2014_000000046002.jpg,"[72, 73, 76]"
What program is playing?,46002,COCO_train2014_000000046002.jpg,"[72, 73, 76]"
What show were you watching?,46002,COCO_train2014_000000046002.jpg,"[72, 73, 76]"
Do you watch that a lot?,46002,COCO_train2014_000000046002.jpg,"[72, 73, 76]"
Does your friend always eat his pizza from the crust side first?,135369,COCO_train2014_000000135369.jpg,"[1, 59]"
What toppings are on that pizza?,135369,COCO_train2014_000000135369.jpg,"[1, 59]"
Is he related?,135369,COCO_train2014_000000135369.jpg,"[1, 59]"
Why did that man take a picture of himself eating pizza?,135369,COCO_train2014_000000135369.jpg,"[1, 59]"
How did it taste?,135369,COCO_train2014_000000135369.jpg,"[1, 59]"
Is this bus at capacity?,410173,COCO_train2014_000000410173.jpg,"[1, 33, 6, 27, 31]"
What time of the day is this?,410173,COCO_train2014_000000410173.jpg,"[1, 33, 6, 27, 31]"
Are they preparing to leave?,410173,COCO_train2014_000000410173.jpg,"[1, 33, 6, 27, 31]"
Is that a group tour?,410173,COCO_train2014_000000410173.jpg,"[1, 33, 6, 27, 31]"
Did you ride that bus?,410173,COCO_train2014_000000410173.jpg,"[1, 33, 6, 27, 31]"
What are you reading?,201940,COCO_train2014_000000201940.jpg,"[64, 1, 73, 44, 76, 81]"
What is this man doing on his laptop?,201940,COCO_train2014_000000201940.jpg,"[64, 1, 73, 44, 76, 81]"
Why does the man have white hair?,201940,COCO_train2014_000000201940.jpg,"[64, 1, 73, 44, 76, 81]"
What kind of music do you play?,201940,COCO_train2014_000000201940.jpg,"[64, 1, 73, 44, 76, 81]"
What music software are you using?,201940,COCO_train2014_000000201940.jpg,"[64, 1, 73, 44, 76, 81]"
Is that a kite?,520378,COCO_train2014_000000520378.jpg,"[1, 38]"
is he flying that kite?,520378,COCO_train2014_000000520378.jpg,"[1, 38]"
What ocean is this?,520378,COCO_train2014_000000520378.jpg,"[1, 38]"
Do you think this kite is sufficiently aerodynamic?,520378,COCO_train2014_000000520378.jpg,"[1, 38]"
Can that kite fly high?,520378,COCO_train2014_000000520378.jpg,"[1, 38]"
Does it rain there often?,185663,COCO_train2014_000000185663.jpg,"[1, 11, 28]"
Why are they holding open umbrellas on a sunny day?,185663,COCO_train2014_000000185663.jpg,"[1, 11, 28]"
Why do the people have umbrellas when it is fairly sunny out?,185663,COCO_train2014_000000185663.jpg,"[1, 11, 28]"
Are these women friends?,185663,COCO_train2014_000000185663.jpg,"[1, 11, 28]"
How hard is it raining?,185663,COCO_train2014_000000185663.jpg,"[1, 11, 28]"
How old is that camera?,168083,COCO_train2014_000000168083.jpg,"[1, 90, 84, 44]"
How much taller is the person on the right than the person on the left?,168083,COCO_train2014_000000168083.jpg,"[1, 90, 84, 44]"
What are their names?,168083,COCO_train2014_000000168083.jpg,"[1, 90, 84, 44]"
Do your friends use Colgate toothpaste?,168083,COCO_train2014_000000168083.jpg,"[1, 90, 84, 44]"
What kind of camera is that?,168083,COCO_train2014_000000168083.jpg,"[1, 90, 84, 44]"
Is the bench homemade?,514131,COCO_train2014_000000514131.jpg,"[64, 1, 15]"
What kind of plant is that in the pot?,514131,COCO_train2014_000000514131.jpg,"[64, 1, 15]"
What is that man's name?,514131,COCO_train2014_000000514131.jpg,"[64, 1, 15]"
What is the same color as the bench?,514131,COCO_train2014_000000514131.jpg,"[64, 1, 15]"
Where did he buy those purple socks?,514131,COCO_train2014_000000514131.jpg,"[64, 1, 15]"
Who is the professor?,427169,COCO_train2014_000000427169.jpg,"[73, 1]"
How many classes do you take?,427169,COCO_train2014_000000427169.jpg,"[73, 1]"
What was the lecture about?,427169,COCO_train2014_000000427169.jpg,"[73, 1]"
What was he speaking about?,427169,COCO_train2014_000000427169.jpg,"[73, 1]"
What subject is he teaching?,427169,COCO_train2014_000000427169.jpg,"[73, 1]"
What game are they playing?,298483,COCO_train2014_000000298483.jpg,"[1, 67, 75, 84, 62]"
Is this a public library?,298483,COCO_train2014_000000298483.jpg,"[1, 67, 75, 84, 62]"
Is this a home for boys?,298483,COCO_train2014_000000298483.jpg,"[1, 67, 75, 84, 62]"
What game are they playing?,298483,COCO_train2014_000000298483.jpg,"[1, 67, 75, 84, 62]"
What game are they playing?,298483,COCO_train2014_000000298483.jpg,"[1, 67, 75, 84, 62]"
Do they ever lose it in the water?,418569,COCO_train2014_000000418569.jpg,"[1, 34]"
why are they playing frisbee in the ocean?,418569,COCO_train2014_000000418569.jpg,"[1, 34]"
What beach is that?,418569,COCO_train2014_000000418569.jpg,"[1, 34]"
How long did you stay at the beach?,418569,COCO_train2014_000000418569.jpg,"[1, 34]"
Are those guys brothers?,418569,COCO_train2014_000000418569.jpg,"[1, 34]"
How old is the child?,204467,COCO_train2014_000000204467.jpg,"[56, 1, 51]"
Is this child happy to have vegetables?,204467,COCO_train2014_000000204467.jpg,"[56, 1, 51]"
Does this boy enjoy cooking?,204467,COCO_train2014_000000204467.jpg,"[56, 1, 51]"
Did he pick those from your garden?,204467,COCO_train2014_000000204467.jpg,"[56, 1, 51]"
What vegetable is that?,204467,COCO_train2014_000000204467.jpg,"[56, 1, 51]"
Does this man appear happy with his life?,86560,COCO_train2014_000000086560.jpg,"[1, 34, 75, 63]"
Why are they covering their stomachs?,86560,COCO_train2014_000000086560.jpg,"[1, 34, 75, 63]"
Why does that guy look so creepy/,86560,COCO_train2014_000000086560.jpg,"[1, 34, 75, 63]"
Who's the oldest?,86560,COCO_train2014_000000086560.jpg,"[1, 34, 75, 63]"
DO you notice how everyone pictured is holding something in their lap?,86560,COCO_train2014_000000086560.jpg,"[1, 34, 75, 63]"
How old is the horse?,384157,COCO_train2014_000000384157.jpg,"[1, 19]"
What are they trying to plan?,384157,COCO_train2014_000000384157.jpg,"[1, 19]"
How long does it take doing it that way?,384157,COCO_train2014_000000384157.jpg,"[1, 19]"
How long does it take to plow one row?,384157,COCO_train2014_000000384157.jpg,"[1, 19]"
What are they planting in the ground here?,384157,COCO_train2014_000000384157.jpg,"[1, 19]"
Did the first baseman tag him out?,578023,COCO_train2014_000000578023.jpg,"[40, 1, 39]"
Do you think that guy was safe?,578023,COCO_train2014_000000578023.jpg,"[40, 1, 39]"
Did the player get to the base safe?,578023,COCO_train2014_000000578023.jpg,"[40, 1, 39]"
Was the runner safe or out?,578023,COCO_train2014_000000578023.jpg,"[40, 1, 39]"
Does this batter make it to base?,578023,COCO_train2014_000000578023.jpg,"[40, 1, 39]"
What are they doing with all that luggage?,68287,COCO_train2014_000000068287.jpg,"[33, 1]"
Why are all these people gathered?,68287,COCO_train2014_000000068287.jpg,"[33, 1]"
How long did it take to wait?,68287,COCO_train2014_000000068287.jpg,"[33, 1]"
Were the people impatient?,68287,COCO_train2014_000000068287.jpg,"[33, 1]"
Where are they traveling to?,68287,COCO_train2014_000000068287.jpg,"[33, 1]"
Are they related?,187401,COCO_train2014_000000187401.jpg,[19]
Are these horses a couple?,187401,COCO_train2014_000000187401.jpg,[19]
Are these horses related?,187401,COCO_train2014_000000187401.jpg,[19]
Are these horses related?,187401,COCO_train2014_000000187401.jpg,[19]
What kind of horses are those?,187401,COCO_train2014_000000187401.jpg,[19]
What is under the turkey?,243304,COCO_train2014_000000243304.jpg,"[1, 79]"
Why do people who are balding let their hair get long in other places?,243304,COCO_train2014_000000243304.jpg,"[1, 79]"
What is he cooking that in?,243304,COCO_train2014_000000243304.jpg,"[1, 79]"
How long did it need to bake?,243304,COCO_train2014_000000243304.jpg,"[1, 79]"
May I have the recipe for that?,243304,COCO_train2014_000000243304.jpg,"[1, 79]"
What is that trick called?,14244,COCO_train2014_000000014244.jpg,"[1, 2, 3, 41, 11, 31]"
How high can he jump?,14244,COCO_train2014_000000014244.jpg,"[1, 2, 3, 41, 11, 31]"
Is it legal to do skateboard tricks on a city street?,14244,COCO_train2014_000000014244.jpg,"[1, 2, 3, 41, 11, 31]"
Who is that skateboarding?,14244,COCO_train2014_000000014244.jpg,"[1, 2, 3, 41, 11, 31]"
Did he land this trick?,14244,COCO_train2014_000000014244.jpg,"[1, 2, 3, 41, 11, 31]"
Why are there so many bags?,339670,COCO_train2014_000000339670.jpg,"[64, 1, 2, 33, 27, 31]"
Where were they taking a trip to?,339670,COCO_train2014_000000339670.jpg,"[64, 1, 2, 33, 27, 31]"
What bike tour is this?,339670,COCO_train2014_000000339670.jpg,"[64, 1, 2, 33, 27, 31]"
Are these men waiting to claim their luggage and bikes?,339670,COCO_train2014_000000339670.jpg,"[64, 1, 2, 33, 27, 31]"
Why are these people traveling with the bikes?,339670,COCO_train2014_000000339670.jpg,"[64, 1, 2, 33, 27, 31]"
How long has it been since he shaved?,471686,COCO_train2014_000000471686.jpg,"[1, 67, 44, 81, 50, 51, 86, 87, 62]"
Who is he?,471686,COCO_train2014_000000471686.jpg,"[1, 67, 44, 81, 50, 51, 86, 87, 62]"
Where is that man's sweater from?,471686,COCO_train2014_000000471686.jpg,"[1, 67, 44, 81, 50, 51, 86, 87, 62]"
Is the man relaxing?,471686,COCO_train2014_000000471686.jpg,"[1, 67, 44, 81, 50, 51, 86, 87, 62]"
Is this a one room apartment?,471686,COCO_train2014_000000471686.jpg,"[1, 67, 44, 81, 50, 51, 86, 87, 62]"
Why is she injecting the cow?,458864,COCO_train2014_000000458864.jpg,"[1, 21, 6]"
Is that lady a vet?,458864,COCO_train2014_000000458864.jpg,"[1, 21, 6]"
What kind of shot is it getting?,458864,COCO_train2014_000000458864.jpg,"[1, 21, 6]"
Is the cow ok?,458864,COCO_train2014_000000458864.jpg,"[1, 21, 6]"
What are they doing to the cow?,458864,COCO_train2014_000000458864.jpg,"[1, 21, 6]"
Are those two siblings?,169600,COCO_train2014_000000169600.jpg,"[1, 77, 62, 47]"
Is she going to make a call with the cell phone?,169600,COCO_train2014_000000169600.jpg,"[1, 77, 62, 47]"
How do the people in the picture know each other?,169600,COCO_train2014_000000169600.jpg,"[1, 77, 62, 47]"
What kind of cell phone is that?,169600,COCO_train2014_000000169600.jpg,"[1, 77, 62, 47]"
Are they twins?,169600,COCO_train2014_000000169600.jpg,"[1, 77, 62, 47]"
Is this where skaters go to learn new stunts?,381509,COCO_train2014_000000381509.jpg,"[1, 41]"
How long have you been skateboarding?,381509,COCO_train2014_000000381509.jpg,"[1, 41]"
Is he going to make the jump?,381509,COCO_train2014_000000381509.jpg,"[1, 41]"
Where is this?,381509,COCO_train2014_000000381509.jpg,"[1, 41]"
Is it hard to learn how to grind rails?,381509,COCO_train2014_000000381509.jpg,"[1, 41]"
Did you get to pet the giraffe?,149842,COCO_train2014_000000149842.jpg,"[1, 25]"
What is he feeding the giraffle?,149842,COCO_train2014_000000149842.jpg,"[1, 25]"
What park is the giraffe in?,149842,COCO_train2014_000000149842.jpg,"[1, 25]"
Who is that next to the giraffe?,149842,COCO_train2014_000000149842.jpg,"[1, 25]"
Is the giraffe friendly?,149842,COCO_train2014_000000149842.jpg,"[1, 25]"
Are these people related?,126047,COCO_train2014_000000126047.jpg,"[64, 1, 72, 75, 31, 62, 63]"
Is this a family talking?,126047,COCO_train2014_000000126047.jpg,"[64, 1, 72, 75, 31, 62, 63]"
What kind of handicap does he have?,126047,COCO_train2014_000000126047.jpg,"[64, 1, 72, 75, 31, 62, 63]"
Can he operate the wheelchair by himself?,126047,COCO_train2014_000000126047.jpg,"[64, 1, 72, 75, 31, 62, 63]"
What are they watching?,126047,COCO_train2014_000000126047.jpg,"[64, 1, 72, 75, 31, 62, 63]"
Is that a new phone?,249275,COCO_train2014_000000249275.jpg,"[1, 77, 79]"
What is she doing on her phone?,249275,COCO_train2014_000000249275.jpg,"[1, 77, 79]"
Who is she texting?,249275,COCO_train2014_000000249275.jpg,"[1, 77, 79]"
Is she texting?,249275,COCO_train2014_000000249275.jpg,"[1, 77, 79]"
What kind of cell phone is that?,249275,COCO_train2014_000000249275.jpg,"[1, 77, 79]"
What kind of sink bowl is that?,343908,COCO_train2014_000000343908.jpg,"[1, 75, 44, 81, 50]"
Do they have a tv in their mirror?,343908,COCO_train2014_000000343908.jpg,"[1, 75, 44, 81, 50]"
How did they get an image on the TV on the mirror?,343908,COCO_train2014_000000343908.jpg,"[1, 75, 44, 81, 50]"
Who is that picture on the mirror of?,343908,COCO_train2014_000000343908.jpg,"[1, 75, 44, 81, 50]"
Why is the photo there?,343908,COCO_train2014_000000343908.jpg,"[1, 75, 44, 81, 50]"
Is that a samurai mask hanging,299836,COCO_train2014_000000299836.jpg,"[64, 1, 67, 72, 75, 47, 84, 62]"
How old is the man?,299836,COCO_train2014_000000299836.jpg,"[64, 1, 67, 72, 75, 47, 84, 62]"
What were you eating?,299836,COCO_train2014_000000299836.jpg,"[64, 1, 67, 72, 75, 47, 84, 62]"
Where is the mask on the wall from?,299836,COCO_train2014_000000299836.jpg,"[64, 1, 67, 72, 75, 47, 84, 62]"
Where did you get the puffer fish?,299836,COCO_train2014_000000299836.jpg,"[64, 1, 67, 72, 75, 47, 84, 62]"
What game are they playing on the Wii?,366897,COCO_train2014_000000366897.jpg,"[1, 72, 74, 75, 76, 47, 62]"
What game are they playing?,366897,COCO_train2014_000000366897.jpg,"[1, 72, 74, 75, 76, 47, 62]"
What are these guys playing on the Wii?,366897,COCO_train2014_000000366897.jpg,"[1, 72, 74, 75, 76, 47, 62]"
What was this office part for?,366897,COCO_train2014_000000366897.jpg,"[1, 72, 74, 75, 76, 47, 62]"
What game are they playing?,366897,COCO_train2014_000000366897.jpg,"[1, 72, 74, 75, 76, 47, 62]"
They let you get that close to the giraffes?,435011,COCO_train2014_000000435011.jpg,"[25, 1]"
Did it lick you?,435011,COCO_train2014_000000435011.jpg,"[25, 1]"
Can that giraffe actually bit hard enough to hurt the kid?,435011,COCO_train2014_000000435011.jpg,"[25, 1]"
Were you worried the giraffe might bite?,435011,COCO_train2014_000000435011.jpg,"[25, 1]"
Do giraffes like kids?,435011,COCO_train2014_000000435011.jpg,"[25, 1]"
What kind of horse is that?,7524,COCO_train2014_000000007524.jpg,"[1, 2, 4, 6, 10, 19, 27, 31]"
What are the police doing?,7524,COCO_train2014_000000007524.jpg,"[1, 2, 4, 6, 10, 19, 27, 31]"
How much weight can the horse hold?,7524,COCO_train2014_000000007524.jpg,"[1, 2, 4, 6, 10, 19, 27, 31]"
Is the officer ticketing the horse rider?,7524,COCO_train2014_000000007524.jpg,"[1, 2, 4, 6, 10, 19, 27, 31]"
Where is this?,7524,COCO_train2014_000000007524.jpg,"[1, 2, 4, 6, 10, 19, 27, 31]"
Where are these kites being flown?,423107,COCO_train2014_000000423107.jpg,"[1, 38]"
Where are they flying kites?,423107,COCO_train2014_000000423107.jpg,"[1, 38]"
What are those kites supposed to look like?,423107,COCO_train2014_000000423107.jpg,"[1, 38]"
Is it a windy day?,423107,COCO_train2014_000000423107.jpg,"[1, 38]"
Where is this?,423107,COCO_train2014_000000423107.jpg,"[1, 38]"
Does that stuffed animal teach about skydiving safety?,276870,COCO_train2014_000000276870.jpg,"[88, 1]"
What is the doll for?,276870,COCO_train2014_000000276870.jpg,"[88, 1]"
What is he doing?,276870,COCO_train2014_000000276870.jpg,"[88, 1]"
Why is the man holding that teddy bear?,276870,COCO_train2014_000000276870.jpg,"[88, 1]"
Is the man holding a puppet?,276870,COCO_train2014_000000276870.jpg,"[88, 1]"
What kind of device is this?,431625,COCO_train2014_000000431625.jpg,"[1, 77]"
What is that device used for?,431625,COCO_train2014_000000431625.jpg,"[1, 77]"
What is on that screen?,431625,COCO_train2014_000000431625.jpg,"[1, 77]"
What does that device do?,431625,COCO_train2014_000000431625.jpg,"[1, 77]"
How much did you pay for that?,431625,COCO_train2014_000000431625.jpg,"[1, 77]"
What were they all looking at?,556512,COCO_train2014_000000556512.jpg,"[1, 42]"
Why are there so many people around the surf board?,556512,COCO_train2014_000000556512.jpg,"[1, 42]"
Are they all using the surf board?,556512,COCO_train2014_000000556512.jpg,"[1, 42]"
Why are all those swimmers around the surfboard?,556512,COCO_train2014_000000556512.jpg,"[1, 42]"
Are the people all riding the same surf board?,556512,COCO_train2014_000000556512.jpg,"[1, 42]"
Are those college students?,105633,COCO_train2014_000000105633.jpg,"[1, 3, 10, 77, 15, 27, 31]"
How tall is the girl in the shorts?,105633,COCO_train2014_000000105633.jpg,"[1, 3, 10, 77, 15, 27, 31]"
Where are those girls headed?,105633,COCO_train2014_000000105633.jpg,"[1, 3, 10, 77, 15, 27, 31]"
What is she looking at on the phone?,105633,COCO_train2014_000000105633.jpg,"[1, 3, 10, 77, 15, 27, 31]"
Who are they talking to?,105633,COCO_train2014_000000105633.jpg,"[1, 3, 10, 77, 15, 27, 31]"
How old is the little boy playing baseball?,150614,COCO_train2014_000000150614.jpg,"[1, 39]"
Is it dangerous to have someone so young as the bat boy?,150614,COCO_train2014_000000150614.jpg,"[1, 39]"
Who won the game?,150614,COCO_train2014_000000150614.jpg,"[1, 39]"
How long ago was this picture taken?,150614,COCO_train2014_000000150614.jpg,"[1, 39]"
How old is the boy?,150614,COCO_train2014_000000150614.jpg,"[1, 39]"
How much does the elephant weigh?,329118,COCO_train2014_000000329118.jpg,[22]
Where are the elephants going?,329118,COCO_train2014_000000329118.jpg,[22]
Are the elephants related?,329118,COCO_train2014_000000329118.jpg,[22]
Are they sick?,329118,COCO_train2014_000000329118.jpg,[22]
Where is this?,329118,COCO_train2014_000000329118.jpg,[22]
Isn't her skirt too short to be decent?,146313,COCO_train2014_000000146313.jpg,"[1, 28, 31]"
Can you see what you are looking for through that tarp?,146313,COCO_train2014_000000146313.jpg,"[1, 28, 31]"
When will it stop raining?,146313,COCO_train2014_000000146313.jpg,"[1, 28, 31]"
Why is the woman wearing a hood when she's using an umbrella?,146313,COCO_train2014_000000146313.jpg,"[1, 28, 31]"
How old is this girl?,146313,COCO_train2014_000000146313.jpg,"[1, 28, 31]"
Is she is a lgbt parade?,477774,COCO_train2014_000000477774.jpg,"[1, 28, 62, 31]"
Is this woman in a parade?,477774,COCO_train2014_000000477774.jpg,"[1, 28, 62, 31]"
Where was this taken?,477774,COCO_train2014_000000477774.jpg,"[1, 28, 62, 31]"
Who is that lady?,477774,COCO_train2014_000000477774.jpg,"[1, 28, 62, 31]"
Is this picture of a man in drag?,477774,COCO_train2014_000000477774.jpg,"[1, 28, 62, 31]"
Is this in an apple store?,90490,COCO_train2014_000000090490.jpg,"[72, 1, 74, 73]"
Is this a convention?,90490,COCO_train2014_000000090490.jpg,"[72, 1, 74, 73]"
Did you buy any?,90490,COCO_train2014_000000090490.jpg,"[72, 1, 74, 73]"
Is he working?,90490,COCO_train2014_000000090490.jpg,"[72, 1, 74, 73]"
What kind of products were they showing off?,90490,COCO_train2014_000000090490.jpg,"[72, 1, 74, 73]"
Does it take good photos?,484277,COCO_train2014_000000484277.jpg,"[1, 77]"
How old is that flip phone?,484277,COCO_train2014_000000484277.jpg,"[1, 77]"
What kind of cell phone is that?,484277,COCO_train2014_000000484277.jpg,"[1, 77]"
What is she looking at?,484277,COCO_train2014_000000484277.jpg,"[1, 77]"
What kind of phone is that?,484277,COCO_train2014_000000484277.jpg,"[1, 77]"
Whose surfboard was left unattended?,48229,COCO_train2014_000000048229.jpg,"[1, 42]"
Why is the surf board stuck in the sand?,48229,COCO_train2014_000000048229.jpg,"[1, 42]"
how is that surfboard standing,48229,COCO_train2014_000000048229.jpg,"[1, 42]"
Why is that board in the ground like that?,48229,COCO_train2014_000000048229.jpg,"[1, 42]"
How did it stay that way?,48229,COCO_train2014_000000048229.jpg,"[1, 42]"
What city is that in?,107705,COCO_train2014_000000107705.jpg,"[1, 28, 85, 31]"
Where is this?,107705,COCO_train2014_000000107705.jpg,"[1, 28, 85, 31]"
Is this building as pink in the daylight?,107705,COCO_train2014_000000107705.jpg,"[1, 28, 85, 31]"
Is the man entering the store?,107705,COCO_train2014_000000107705.jpg,"[1, 28, 85, 31]"
What is the name of this building?,107705,COCO_train2014_000000107705.jpg,"[1, 28, 85, 31]"
What are they doing with that bike?,123552,COCO_train2014_000000123552.jpg,"[1, 2, 4, 6]"
Why is this bicycle being lifted up in the air?,123552,COCO_train2014_000000123552.jpg,"[1, 2, 4, 6]"
What are they doing to that bicycle?,123552,COCO_train2014_000000123552.jpg,"[1, 2, 4, 6]"
Is the bike being loaded to a bus or camper?,123552,COCO_train2014_000000123552.jpg,"[1, 2, 4, 6]"
Is he pulling the bike on the roof?,123552,COCO_train2014_000000123552.jpg,"[1, 2, 4, 6]"
Are these girls sisters?,293853,COCO_train2014_000000293853.jpg,"[1, 28]"
Why isn't the girl on the left smiling?,293853,COCO_train2014_000000293853.jpg,"[1, 28]"
Why do the girls all have umbrellas?,293853,COCO_train2014_000000293853.jpg,"[1, 28]"
Why do they think they look cute like that?,293853,COCO_train2014_000000293853.jpg,"[1, 28]"
Is the sky cloudy?,293853,COCO_train2014_000000293853.jpg,"[1, 28]"
Does this cat have any idea what he's looking at?,211686,COCO_train2014_000000211686.jpg,"[72, 17, 1]"
What show is the cat watching?,211686,COCO_train2014_000000211686.jpg,"[72, 17, 1]"
What kind of music is being played?,211686,COCO_train2014_000000211686.jpg,"[72, 17, 1]"
What's the cat's name?,211686,COCO_train2014_000000211686.jpg,"[72, 17, 1]"
What kind of piano is that?,211686,COCO_train2014_000000211686.jpg,"[72, 17, 1]"
Why is the elephant's forehead red?,83468,COCO_train2014_000000083468.jpg,"[1, 22]"
Are they trying to ride an elephant?,83468,COCO_train2014_000000083468.jpg,"[1, 22]"
Did she splash you?,83468,COCO_train2014_000000083468.jpg,"[1, 22]"
How is he not falling off of the elephant?,83468,COCO_train2014_000000083468.jpg,"[1, 22]"
What animal are they riding?,83468,COCO_train2014_000000083468.jpg,"[1, 22]"
Is he sniffing that banana before eating it?,45097,COCO_train2014_000000045097.jpg,"[1, 52]"
Why is he looking so angry?,45097,COCO_train2014_000000045097.jpg,"[1, 52]"
Does this guy like the taste of the banana peel as well?,45097,COCO_train2014_000000045097.jpg,"[1, 52]"
Did you choose the fruit to match the wall?,45097,COCO_train2014_000000045097.jpg,"[1, 52]"
Is he smelling the banana?,45097,COCO_train2014_000000045097.jpg,"[1, 52]"
What book is it?,15906,COCO_train2014_000000015906.jpg,"[84, 85, 62]"
Is that chair comfortable?,15906,COCO_train2014_000000015906.jpg,"[84, 85, 62]"
Where is this?,15906,COCO_train2014_000000015906.jpg,"[84, 85, 62]"
Where can I buy that chair?,15906,COCO_train2014_000000015906.jpg,"[84, 85, 62]"
Does that chair recline?,15906,COCO_train2014_000000015906.jpg,"[84, 85, 62]"
Why does the man look surprised?,47680,COCO_train2014_000000047680.jpg,"[1, 50, 51]"
Is he a good cook?,47680,COCO_train2014_000000047680.jpg,"[1, 50, 51]"
How old is he?,47680,COCO_train2014_000000047680.jpg,"[1, 50, 51]"
What is he doing in the kitchen?,47680,COCO_train2014_000000047680.jpg,"[1, 50, 51]"
Does this man know how to cook?,47680,COCO_train2014_000000047680.jpg,"[1, 50, 51]"
What's the score in the game?,87602,COCO_train2014_000000087602.jpg,"[1, 39]"
Do you think he'll strike out?,87602,COCO_train2014_000000087602.jpg,"[1, 39]"
Is there anyone on base on this situation?,87602,COCO_train2014_000000087602.jpg,"[1, 39]"
How long has this kid been playing baseball?,87602,COCO_train2014_000000087602.jpg,"[1, 39]"
Does he hit runs a lot?,87602,COCO_train2014_000000087602.jpg,"[1, 39]"
What mountain is this?,402224,COCO_train2014_000000402224.jpg,"[1, 35, 44]"
Where is this?,402224,COCO_train2014_000000402224.jpg,"[1, 35, 44]"
Who is going to win the race?,402224,COCO_train2014_000000402224.jpg,"[1, 35, 44]"
What sort of event is this?,402224,COCO_train2014_000000402224.jpg,"[1, 35, 44]"
How much longer do they have to go?,402224,COCO_train2014_000000402224.jpg,"[1, 35, 44]"
Is she brushing the woman's teeth?,388662,COCO_train2014_000000388662.jpg,"[1, 90, 31]"
What is in the woman's teeth?,388662,COCO_train2014_000000388662.jpg,"[1, 90, 31]"
What is she putting on her teeth?,388662,COCO_train2014_000000388662.jpg,"[1, 90, 31]"
What is she doing to her teeth?,388662,COCO_train2014_000000388662.jpg,"[1, 90, 31]"
What is she doing to that woman's teeth?,388662,COCO_train2014_000000388662.jpg,"[1, 90, 31]"
What's the name of that park?,127388,COCO_train2014_000000127388.jpg,"[1, 34, 31]"
How many people showed up?,127388,COCO_train2014_000000127388.jpg,"[1, 34, 31]"
Are those grown-up Power-Rangers?,127388,COCO_train2014_000000127388.jpg,"[1, 34, 31]"
Is this a mother and son?,127388,COCO_train2014_000000127388.jpg,"[1, 34, 31]"
